編號,名稱,地區,地址,電話,營業時間
927,香奈爾汽車旅館,New Taipei,新北市蘆洲區長樂路56號,886-2-82855555,24小時
928,嘉年華汽車旅館,New Taipei,新北市蘆洲區集賢路385號,886-2-28475211,24小時
929,風尚休閒商務汽車旅館,New Taipei,新北市泰山區仁德路48號,886-2-22970202,24小時
930,悠逸休閒旅館林口館,New Taipei,新北市林口區文化三路一段389號,886-2-26008822,24小時
931,海灣假日酒店,New Taipei,新北市深坑區北深路三段265號,886-2-26628000,24小時
932,新八里汽車旅館,New Taipei,新北市八里區頂寮一街12號,886-2-26188866,24小時
933,河灣渡假村,New Taipei,新北市平溪區十分街273-1號,886-2-24958325,24小時
934,海都旅社,New Taipei,新北市貢寮區福隆街25號,886-2-24991839,24小時
935,大東旅館,New Taipei,新北市貢寮區興隆街4-1號,886-2-24991362,24小時
936,陽明山天籟渡假酒店,New Taipei,新北市金山區名流路1-7號,886-2-24080000,24小時
937,萬里仙境溫泉會館,New Taipei,新北市萬里區萬里加投197-3號,886-2-24082669,24小時
938,映象休旅會館,New Taipei,新北市萬里區玉田路33號,886-2-24928833,24小時
939,金湧泉溫泉會館,New Taipei,新北市萬里區大鵬里萬里加投213-3號,886-2-24983588,24小時
940,雲仙大飯店,New Taipei,新北市烏來區烏來里瀑布路1-1號,886-2-26616009,24小時
941,金莎旗艦汽車旅館,New Taipei,新北市樹林區學成路468號,886-2-89700189,24小時
942,嘉家賓館,New Taipei,新北市永和區福和路292號5-6樓,886-2-29297029,24小時
943,美麗春天大飯店,New Taipei,新北市新店區太平路9號,886-2-86669999,24小時
944,塔卡的家民宿,New Taipei,新北市三芝區茂長里芝柏五街18號,886-2-86354455,24小時
945,藝術之家民宿,New Taipei,新北市三芝區迎旭街22號,886-2-26369525,24小時
946,瓏山林台北中和飯店,New Taipei,新北市中和區中正路631號,886-2-22229999,24小時
947,馥華大觀商務旅館,New Taipei,新北市新莊區大觀街60號,886-2-89911278,24小時
948,尚登意民宿,New Taipei,新北市萬里區萬里加投路68-5號,886-2-24988310,24小時
949,樓仔厝咖啡民宿,New Taipei,新北市平溪區十分街74巷3號,886-2-24958602,24小時
950,璞石麗緻溫泉會館,New Taipei,新北市烏來區新烏路五段88號,886-2-26618000,24小時
951,柳園民宿,New Taipei,新北市瑞芳區瑞芳區基山街237號,886-2-24975195,24小時
952,悅賓大旅社,New Taipei,新北市瑞芳區明燈路3段138號,886-2-24972239,24小時
953,九份風之谷民宿,New Taipei,新北市瑞芳區石崁巷23號,886-9-37847973 or 886-9-89101369,24小時
954,樹屋民宿,New Taipei,新北市瑞芳區山尖路137號,886-2-24962201,24小時
955,緣憶民宿,New Taipei,新北市瑞芳區烏勢巷52號,886-2-24062081,24小時
956,簡愛旅棧,New Taipei,新北市土城區中央路二段282號,886-2-82629898,24小時
957,有間旅館,New Taipei,新北市土城區中央路2段223之4號,886-2-82612928,24小時
958,喬太商務旅館,New Taipei,新北市板橋區中山路二段 359 及 361 號10至12樓,886-2-29645353,24小時
959,首府大旅社,New Taipei,新北市板橋區館前東路96號7樓,886-2-29598911,24小時
960,馥俐商旅Ⅰ,New Taipei,新北市板橋區東門街 36之5 號,886-2-29679008,24小時
961,億苑賓館,New Taipei,新北市板橋區後菜園街 35 號,886-2-29654252,24小時
962,享來大旅社,New Taipei,新北市淡水區中山路129 巷 22 號3至7樓,886-2-26228661,24小時
963,慶都大旅社,New Taipei,新北市三重區重新路二段69號2樓,886-2-29712263,24小時
964,東寶旅社,New Taipei,新北市三重區中興南街17號,886-2-29956417,24小時
965,金東莊旅社,New Taipei,新北市三重區正義北路 33 巷 3 號,886-2-29811358,24小時
966,名爵汽車旅館,New Taipei,新北市三重區正義北路 73 號,886-2-29826145,24小時
967,虹都商旅,New Taipei,新北市三重區龍門路1號10-12樓,886-2-29870660,24小時
968,台北薇米商旅,New Taipei,新北市三重區重新路二段78號16-17樓,886-2-29746636,24小時
969,名流賓館,New Taipei,新北市三重區正義北路 6-1 號 8 樓,886-2-29857515,24小時
970,情人溫泉民宿,New Taipei,新北市烏來區溫泉街83號,886-2-26616181,24小時
971,石山水禪民宿,New Taipei,新北市瑞芳區山尖路54號,886-2-24961096,24小時
972,施家民宿,New Taipei,新北市瑞芳區基山街106號2、3樓,886-2-24969357,24小時
973,九份A-Home民宿,New Taipei,新北市瑞芳區崙頂路55號,886-2-24969454,24小時
974,利未莊園民宿,New Taipei,新北市瑞芳區山尖路97號,886-2-24961658,24小時
975,九份風箏博物館特色民宿,New Taipei,新北市瑞芳區坑尾巷20號,886-2-24967709,24小時
976,九份觀海樓民宿,New Taipei,新北市瑞芳區基山街183之1號,886-2-24966123,24小時
977,九份山棧樓許桑的家民宿,New Taipei,新北市瑞芳區基山街31巷9號,886-2-24976417,24小時
978,九份海論民宿,New Taipei,新北市瑞芳區崙頂路59號,886-9-20075319,24小時
979,馬克村莊民宿,New Taipei,新北市瑞芳區汽車路86號,886-9-19107323,24小時
980,九份高媽媽民宿,New Taipei,新北市瑞芳區汽車路75號,886-2-24971680,24小時
981,悅山海民宿,New Taipei,新北市瑞芳區崙頂路103號,886-2-24976328,24小時
982,九份民宿龍門客棧,New Taipei,新北市瑞芳區崙頂路110號,886-2-24966036 or 886-9-39919058,24小時
983,熱門民宿,New Taipei,新北市瑞芳區街頂巷37號,886-2-24063769,24小時
984,涵館民宿,New Taipei,新北市瑞芳區輕便路282號,886-2-24965160,24小時
985,自然山居民宿,New Taipei,新北市萬里區員潭路16之9號,886-2-24983615,24小時
986,阿里磅生態農場民宿,New Taipei,新北市石門區阿里磅82之1號,886-2-26382745,24小時
987,四個孩子民宿,New Taipei,新北市三芝區茂長里芝柏路85號,886-9-89121310,24小時
988,La Casa 嘴嘴的家民宿,New Taipei,新北市三芝區芝柏山莊茂長里觀海街3號,886-9-31131383,24小時
989,一畝田民宿,New Taipei,新北市三芝區陳厝坑19之2號,886-9-32519520,24小時
990,龍門溫泉民宿,New Taipei,新北市烏來區烏來里溫泉街116號,886-2-26618187 or 886-2-26616635,24小時
991,牡丹清境民宿,New Taipei,新北市雙溪區定福11號,886-2-24934901 or 886-9-89632333,24小時
992,平林休閒棧民宿,New Taipei,新北市雙溪區外平林37號,886-2-24934016,24小時
993,山中威尼斯民宿,New Taipei,新北市雙溪區新基東街7之1號,886-2-24930088 or 886-9-60770024,24小時
994,雙禾庭園民宿,New Taipei,新北市雙溪區坤溪23號,886-2-24933260,24小時
995,堤畔溫泉民宿,New Taipei,新北市烏來區新烏路五段66號,886-2-26616493 or 886-2-26616168,24小時
996,有馬溫泉MOTEL,New Taipei,新北市土城區中央路二段392號,886-2-22606666,24小時
997,北國之春和風汽車旅館,New Taipei,新北市鶯歌區鶯桃路362-1號,886-2-26780899,24小時
998,雲山水小築民宿,New Taipei,新北市瑞芳區山尖路72-1號,886-2-24962201 or 886-2-24962291,24小時
999,虹橋民宿,New Taipei,新北市三芝區八賢里八連溪1之5號,886-2-86354131,24小時
1000,挪威森林頂級villa板橋旗艦館,New Taipei,新北市板橋區和平路14巷3號,886-2-89513311,24小時
1001,九份喜來園景觀民宿,New Taipei,新北市瑞芳區九份汽車路9-13號,886-2-24063399 or 886-9-32148311,24小時
1002,艾蔓精緻旅館(淡水館),New Taipei,新北市淡水區八勢一街85號,886-2-88096789,24小時
1003,迷你谷渡假民宿,New Taipei,新北市烏來區烏來里啦卡路20號,886-2-26616388,24小時
1004,望幽谷民宿,New Taipei,新北市瑞芳區汽車路108-3號,886-2-24966296,24小時
1005,翰品酒店,New Taipei,新北市新莊區中正路82號,886-2-29987699,24小時
1006,良辰美瑾民宿,New Taipei,新北市雙溪區上林里內平林60號之5,886-2-24934046 or 886-9-36070534,24小時
1007,福容大飯店 台北二館,New Taipei,新北市深坑區北深路3段236號,886-2-26620088,24小時
1008,驛宿鶯歌民宿,New Taipei,新北市鶯歌區中湖街152巷15號,886-2-26772160,24小時
1009,雙臻園民宿,New Taipei,新北市雙溪區泰和街53之1號,886-2-24934698,24小時
1010,府中棧精品商務旅館,New Taipei,新北市板橋區府中路9號,886-2-89698989,24小時
1011,山明水舍民宿,New Taipei,新北市雙溪區田寮9號,886-2-24933969,24小時
1012,百美民宿,New Taipei,新北市貢寮區福興街6號,886-2-24991157,24小時
1013,地球人戶外休閒家民宿,New Taipei,新北市貢寮區福隆街16號,886-2-24991372,24小時
1014,白宮行館,New Taipei,新北市萬里區瑪鍊路264號,886-2-24926768,24小時
1015,愛莉亞汽車旅館,New Taipei,新北市三峽區中山路169巷10號,886-2-26741133,24小時
1016,三峽阿桂的家民宿,New Taipei,新北市三峽區金圳里9鄰金敏路52之1號,886-9-32004761 or 886-2-22652335,24小時
1017,宰相住宿會館民宿,New Taipei,新北市淡水區英專路79巷2號,886-9-22014567 or 886-2-26295447,24小時
1018,御華山莊民宿,New Taipei,新北市瑞芳區8號巷23號,886-2-24063731,24小時
1019,萬金游景觀民宿,New Taipei,新北市瑞芳區山尖路173號,886-9-35386586 or 886-2-24966733,24小時
1020,我們的家187民宿,New Taipei,新北市瑞芳區山尖路187號,886-2-24962628,24小時
1021,九份未眠者花園民宿,New Taipei,新北市瑞芳區石埤巷78號,886-9-38020916,24小時
1022,水映藍天民宿,New Taipei,新北市瑞芳區坑尾路23號,886-9-20666169,24小時
1023,九份峇里民宿,New Taipei,新北市瑞芳區汽車路115號,886-2-24970800,24小時
1024,生活空間民宿,New Taipei,新北市瑞芳區烏勢巷6號,886-2-24965628,24小時
1025,18個孩子民宿,New Taipei,新北市三芝區芝柏路97號,886-2-26361104 or 886-9-28072135,24小時
1026,十分幸福民宿,New Taipei,新北市平溪區十分街273-6號,886-2-24958325,24小時
1027,山海觀民宿,New Taipei,新北市瑞芳區基山街217號,886-2-24971568,24小時
1028,台麗精品旅店,New Taipei,新北市泰山區台麗街11 巷1號,886-2-29025161,24小時
1029,成旅晶贊飯店‧台北蘆洲,New Taipei,新北市蘆洲區中山一路8號,886-2-22855799,24小時
1030,杉夏民宿,New Taipei,新北市三芝區古庄里四棧橋36之1號,886-2-26366668,24小時
1031,沐舍時尚酒店,New Taipei,新北市中和區中正路776號,886-2-66202888,24小時
1032,金山金色陽光民宿,New Taipei,新北市金山區下六股12-5號,886-9-28143918 or 886-9-28233878,24小時
1033,阿源的家民宿,New Taipei,新北市瑞芳區輕便路13號,886-2-24975374,24小時
1034,美術行館民宿,New Taipei,新北市三芝區芝柏路38號,886-9-35873395 or 886-2-26363466,24小時
1035,美麗海精品汽車旅館,New Taipei,新北市新莊區新北大道2段231號,886-2-85228888,24小時
1036,迦南民宿,New Taipei,新北市瑞芳區汽車路48號,886-9-05226060,24小時
1037,探索汽車旅館永和館,New Taipei,新北市永和區保順路27及31號,886-2-22323103,24小時
1038,莫瑞納海灣會館,New Taipei,新北市貢寮區仁愛路106巷36號,886-2-24903955,24小時
1039,湯語?泉民宿,New Taipei,新北市金山區環金路295號,886-2-24081789,24小時
1040,萬里情懷民宿,New Taipei,新北市萬里區萬里加投16之1號,886-2-24986611,24小時
1041,碧特弗大飯店,New Taipei,新北市新店區太平路8號,886-2-86669992,24小時
1042,歐悅精品汽車旅館-林口館,New Taipei,新北市林口區文化三路二段115巷163號,886-2-26086611,24小時
1043,宏仁旅店,New Taipei,新北市中和區 景新街 391 號 2至5樓,886-2-29449985,24小時
1044,沐舍溫泉渡假酒店,New Taipei,新北市萬里區萬里加投166-1號,886-2-24082559,24小時
1045,台北集賢商旅,New Taipei,新北市蘆洲區集賢路372號,886-2-82813888,24小時
1046,九份惠風民宿,New Taipei,新北市瑞芳區街頂巷41號,886-2-24062017,24小時
1047,矽谷溫泉會館,New Taipei,新北市新店區中正路491-1號,886-2-22180101,24小時
1048,八番坑＆舊道口民宿,New Taipei,新北市瑞芳區輕便路43號,886-9-21618023,24小時
1049,香格里拉汽車旅館,New Taipei,新北市中和區中正路637巷52弄12號,886-2-82213666,24小時
1050,平林農場民宿,New Taipei,新北市雙溪區外平林35號,886-2-24934016 or 886-9-32002632,24小時
1051,金湯溫泉會館,New Taipei,新北市萬里區萬里加投197之5號2樓,886-2-24988788,24小時
1052,藍色水岸淡水海景旅店,New Taipei,新北市淡水區文化路63號10樓,886-2-86316188,24小時
1053,承億文旅 淡水吹風,New Taipei,新北市淡水區沙崙路27號,886-2-28051212,24小時
1054,晴天二館,New Taipei,新北市瑞芳區建基路2段27號,886-2-24974115,24小時
1055,台北富信大飯店,New Taipei,新北市汐止區大同路1段128號,886-2-26416333,24小時
1056,君祥酒店,New Taipei,新北市泰山區中港西路456號,886-2-22975666,24小時
1057,清翼居旅店,New Taipei,新北市板橋區館前東路26號6樓,886-2-29541808,24小時
1058,淡築憩水民宿,New Taipei,新北市淡水區仁愛街1巷22號1至3樓,886-9-75377155,24小時
1059,三芝小白屋花園民宿,New Taipei,新北市三芝區芝柏路35號,886-2-86352326,24小時
1060,櫻花村民宿,New Taipei,新北市三芝區聽濤街23號,886-2-26369333 或 886-9-32901629,24小時
1061,迎旭知旅民宿,New Taipei,新北市三芝區迎旭街55號,886-2-86351207,24小時
1062,萬金文溫泉民宿,New Taipei,新北市萬里區萬里加投45-7號,886-2-24986166,24小時
1063,艾森堡時尚會館,New Taipei,新北市中和區新生街45號,886-2-82215888,24小時
1064,和昇會館 陽明攬月會館,New Taipei,新北市金山區中信北路16巷38號,886-2-24080033,24小時
1065,天池溫泉館,New Taipei,新北市烏來區啦卡路50號,886-2-26617353,24小時
1066,香香雙博士大旅社,New Taipei,新北市永和區竹林路73號8樓,886-2-89285168,24小時
1067,國益旅社,New Taipei,新北市三重區福德南路15號,886-2-29735136,24小時
1068,皇品時尚旅店,New Taipei,新北市板橋區民族路34巷13號1至5樓,886-2-89648787,24小時
1069,青獅大飯店,New Taipei,新北市永和區中山路1段51號4至6樓,886-2-29284435,24小時
1070,豪華旅社,New Taipei,新北市樹林區鎮前街77之10號,886-2-26861477,24小時
1071,伽洲旅社,New Taipei,新北市三重區成功路97號8至9樓,886-2-29703733,24小時
1072,中央旅社,New Taipei,新北市汐止區光明街5號,886-2-26412932,24小時
1073,中和旅舍,New Taipei,新北市中和區安樂路41號2 or 3-4樓及安和路1 or 3號3-4樓,886-2-29429386,24小時
1074,豪麗旺旅館,New Taipei,新北市板橋區南雅東路46號,886-2-89682118,24小時
1075,藏愛旅店,New Taipei,新北市三重區成功路73巷6號,886-2-29788880,24小時
1076,新舍旅社,New Taipei,新北市三重區成功路97號6至7樓,886-2-29701533,24小時
1077,雪?花園汽車旅館,New Taipei,新北市土城區中華路2段194號,886-2-22677899,24小時
1078,金國旅社,New Taipei,新北市三重區正義北路4號6樓,886-2-29828158,24小時
1079,三金?子坪休閒旅館,New Taipei,新北市萬里區磺潭里坪頂3號,886-2-24987979,24小時
1080,戀晴MOTEL,New Taipei,新北市泰山區楓樹街35號,886-2-29009797,24小時
1081,新舍商旅-三重成功館,New Taipei,新北市三重區成功路97號3至5樓,886-2-29701533,24小時
1082,歐朋侖旅店,New Taipei,新北市淡水區中山路93號9樓及93-1號9樓,886-2-26218333,24小時
1083,基瓦諾龍洞四季灣,New Taipei,新北市貢寮區和美街48號,886-2-24901000,24小時
1084,雅歌會館,New Taipei,新北市淡水區學府路36號5至7樓,886-2-26260806,24小時
1085,美麗心精品汽車旅館,New Taipei,新北市新莊區新樹路242號,886-2-22051111,24小時
1086,悅客商務飯店,New Taipei,新北市板橋區三民路一段107號1至9樓,886-2-29648889,24小時
1087,大板根太子會館,New Taipei,新北市三峽區插角里插角76號,886-2-26749228,24小時
1088,雲在山房民宿,New Taipei,新北市瑞芳區汽車路59號,886-2-24977041,24小時
1089,莊媽媽民宿,New Taipei,新北市平溪區嶺腳寮65號,886-2-24951392 or 886-9-21993863,24小時
1090,白沙灣濱海民宿,New Taipei,新北市石門區德茂里下員坑15之18號,886-2-26366757,24小時
1091,和風小築民宿,New Taipei,新北市瑞芳區基山街31巷28號,886-2-24960756 or 886-9-75328555,24小時
1092,陽光味宿民宿,New Taipei,新北市瑞芳區豎崎路56號,886-9-17575178,24小時
1093,大坪山莊民宿,New Taipei,新北市萬里區雙興里坑頭6號,886-2-77207721,24小時
1094,輝明民宿,New Taipei,新北市瑞芳區汽車路35之1號,886-9-53217143,24小時
1095,九份小町民宿,New Taipei,新北市瑞芳區崙頂路70號,886-2-24976402,24小時
1096,淺水灣小旅店民宿,New Taipei,新北市三芝區後厝里北勢子45之12號,886-9-35336747,24小時
1097,一間屋民宿,New Taipei,新北市貢寮區福隆街2巷1-2號,886-2-24992161,24小時
1098,允誠民宿,New Taipei,新北市瑞芳區永慶里烏勢巷60之1號,886-2-24966363,24小時
1099,幸福民宿,New Taipei,新北市雙溪區太平路77號,886-9-10953782 or 886-9-38968633,24小時
1100,記憶九份民宿,New Taipei,新北市瑞芳區豎崎路8號,886-2-24962315 or 886-9-31365485,24小時
1101,快樂天堂海景民宿,New Taipei,新北市三芝區後厝里北勢子4之20號,886-9-31534951,24小時
